"STATION","NAME","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HTDD","MNPN","MXPN","PRCP","PSUN","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USW00024255","WHIDBEY ISLAND NAS, WA US","2013-06","6.9","0","0","8","4",,,"0","0","0","5","0","45",,,"0.22","74",,"5790","230",,,"0.84",,,"57.3","64.2","50.4",,"140","210",,,"25.1","40",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2013-07","6.9","0","0","2","0",,,"0","0","0","6","0","47",,,"0.02","75",,"202","202",,,"0.03",,,"58.5","65.6","51.3",,"140","210",,,"23.9","185",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2013-08","5.6","2","2","9","3",,,"0","0","0","11","0","47",,,"0.26","77",,"361","159",,,"0.91",,,"59.8","67.3","52.2",,"150","200",,,"33.1","91",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2013-09","6.5","2","0","17","9",,,"0","0","0","3","0","43",,,"0.66","77",,"591","229",,,"2.25",,,"57.3","63.5","51.2",,"120","270",,,"45.0","122",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2013-10","5.6","2","0","12","4",,,"0","0","0","1","0","33",,,"0.27","73",,"1102","511",,,"0.82",,,"48.5","54.9","42.1",,"150","270",,,"32.0","58",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2013-11","8.3","2","0","15","7",,,"0","5","0","1","0","27",,,"0.51","70",,"1640","538",,,"2.16",,,"47.0","53.9","40.2",,"260","240",,,"42.9","63",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2013-12","8.1","2","0","11","5",,,"0","11","1","0","0","15",,,"0.45","54",,"2434","793",,,"1.61",,,"39.4","45.6","33.2",,"270","270",,,"40.0","51",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-01","7.6","0","0","14","8",,,"0","5","0","0","0","28",,,"0.53","55",,"3065","631",,,"2.80",,,"44.0","49.4","38.7",,"150","150",,,"44.1","60",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-02","9.6","0","0","15","8",,,"0","10","0","0","0","20",,,"0.46","59",,"3734","669",,,"2.48",,,"41.1","47.4","34.8",,"150","120",,,"45.0","65",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-03","10.5","0","0","19","8",,,"0","0","0","0","0","33",,,"0.57","66",,"4223","489",,,"2.32",,,"49.2","54.9","43.5",,"150","140",,,"44.1","53",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-04","10.5","0","0","15","6",,,"0","0","0","2","0","35",,,"0.35","72",,"4603","380",,,"1.57",,,"52.3","59.2","45.5",,"290","140",,,"38.9","47",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-05","7.2","0","0","9","5",,,"0","0","0","3","0","45",,,"0.51","73",,"4859","256",,,"1.71",,,"56.7","63.3","50.2",,"140","140",,,"28.0","37",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-06","7.8","0","0","4","2",,,"0","0","0","4","0","46",,,"0.34","75",,"5034","175",,,"0.69",,,"59.2","65.9","52.5",,"270","270",,,"29.1","38",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-07","6.7","1","0","7","2",,,"0","0","0","9","0","50",,,"0.66","75",,"123","123",,,"0.95",,,"61.1","68.1","54.0",,"150","230",,,"25.9","34",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-08","5.6","6","5","4","2",,,"0","0","0","13","0","50",,,"0.64","82",,"220","97",,,"0.87",,,"62.0","69.7","54.4",,"260","260",,,"25.9","32",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-09","6.5","8","2","7","5",,,"0","0","0","11","0","42",,,"0.71","74",,"363","142",,,"1.54",,,"60.3","68.4","52.2",,"130","140",,,"31.1","41",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-10","10.3","9","1","19","10",,,"0","0","0","1","0","43",,,"0.57","74",,"603","240",,,"2.93",,,"57.3","63.2","51.4",,"130","130",,,"40.0","57",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-11","10.1","9","0","12","7",,,"0","10","0","0","0","21",,,"0.70","63",,"1152","549",,,"2.40",,,"46.7","53.6","39.8",,"150","150",,,"40.0","52",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2014-12","10.5","9","0","17","7",,,"0","7","0","0","0","23",,,"0.37","63",,"1746","594",,,"2.09",,,"45.8","51.8","39.9",,"140","150",,,"49.0","69",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-01","6.7","0","0","15","5",,,"0","2","0","0","0","25",,,"1.36","62",,"2349","603",,,"3.12",,,"45.5","51.9","39.2",,"150","150",,,"38.9","51",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-02","7.6","0","0","16","8",,,"0","2","0","0","0","32",,,"0.52","63",,"2802","452",,,"2.42",,,"48.8","55.2","42.5",,"160","160",,,"38.0","48",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-03","8.7","0","0","13","4",,,"0","2","0","0","0","30",,,"0.92","67",,"3243","441",,,"1.70",,,"50.3","57.5","43.1",,"150","150",,,"44.1","54",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-04","8.9","0","0","11","2",,,"0","0","0","1","0","36",,,"0.25","73",,"3661","418",,,"0.69",,,"51.1","58.7","43.4",,"150","160",,,"36.0","46",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-06","6.9",,"8","5","1",,,"0","0","0","9","0","45",,,"0.37","79",,,"144",,,"0.57",,,"60.5","68.2","52.8",,"260","270",,,"35.1","48",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-07","6.5",,"20","4","0",,,"0","0","0","21","0","52",,,"0.04","88",,"45","45",,,"0.09",,,"64.2","72.2","56.2",,"270","270",,,"28.0","36",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-08","6.9",,"7","6","4",,,"0","0","0","9","0","46",,,"0.60","83",,"180","135",,,"1.25",,,"60.9","68.8","52.9",,"170","160",,,"53.9","70",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2015-09","6.0",,"0","10","3",,,"0","0","0","2","0","37",,,"0.47","71",,"416","236",,,"1.14",,,"56.6","64.8","48.3",,"150","150",,,"23.9","32",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-01","10.1","0","0","19","5",,,"0","11","0","0","0","23",,,"0.28","58",,,"699",,,"1.58",,,"42.5","48.4","36.5",,"150","150",,,"40.9","52",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-02","9.2","0","0","17","7",,,"0","0","0","0","0","33",,,"1.19","57",,,"535",,,"3.18",,,"45.9","52.5","39.3",,"150","140",,,"40.9","52",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-03","12.3","0","0","20","8",,,"0","1","0","0","0","31",,,"0.46","64",,,"519",,,"2.36",,,"48.3","54.9","41.6",,"160","160",,,"51.0","65",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-04","7.6","0","0","9","4",,,"0","0","0","0","0","39",,,"0.33","67",,,"379",,,"1.13",,,"52.4","59.0","45.7",,"150","290",,,"31.1","37",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-05","7.8","0","0","7","4",,,"0","0","0","0","0","41",,,"0.15","69",,,"252",,,"0.62",,,"56.0","62.9","49.0",,"150","270",,,"32.0","43",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-06","7.4","1","1","11","4",,,"0","0","0","4","0","44",,,"0.47","77",,,"192",,,"1.45",,,"58.7","65.4","52.0",,"240","240",,,"29.1","32",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-07","7.6","3","2","3","0",,,"0","0","0","12","0","50",,,"0.08","78",,"103","103",,,"0.17",,,"61.7","69.0","54.5",,"160","160",,,"28.0","34",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-08","6.3","11","7","3","0",,,"0","0","0","17","0","49",,,"0.09","81",,"193","90",,,"0.15",,,"62.3","70.9","53.7",,"270","280",,,"25.9","35",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-09","5.8","11","0","9","2",,,"0","0","0","3","0","43",,,"0.20","72",,"425","232",,,"0.68",,,"57.3","65.1","49.5",,"150","140",,,"36.0","47",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-10","11.4","11","0","22","10",,,"0","0","0","0","0","36",,,"0.45","68",,"736","311",,,"3.05",,,"54.9","61.6","48.3",,"160","150",,,"45.0","56",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-11","13.9","12","1","18","8",,,"0","0","0","1","0","38",,,"0.74","72",,"1104","367",,,"3.03",,,"52.8","57.8","47.8",,"170","140",,,"40.9","54",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2016-12","10.7","12","0","17","7",,,"0","13","0","0","0","20",,,"0.76","52",,"1922","818",,,"1.99",,,"38.6","43.9","33.3",,"270","90",,,"45.0","147",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-01","8.9","0","0","8","2",,,"0","14","0","0","0","19",,,"0.58","57",,"2723","801",,,"0.96",,,"39.2","45.6","32.8",,"150","140",,,"40.9","56",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-02","9.6","0","0","16","7",,,"0","13","0","0","0","22",,,"0.29","62",,"3378","655",,,"1.48",,,"41.6","48.7","34.5",,"160","150",,,"40.0","52",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-03","12.1","0","0","20","12",,,"0","0","0","0","0","33",,,"0.37","61",,"3929","551",,,"3.23",,,"47.2","53.0","41.4",,"160","170",,,"38.0","48",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-04","12.8","0","0","16","8",,,"0","0","0","0","0","37",,,"0.31","66",,"4307","378",,,"1.94",,,"52.0","58.3","45.7",,"170","330",,,"44.1","59",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-05","7.6","0","0","14","8",,,"0","0","0","0","0","40",,,"0.46","69",,"4633","326",,,"2.10",,,"54.5","60.8","48.1",,"270","270",,,"46.1","59",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-06","7.4","2","2","9","2",,,"0","0","0","5","0","45",,,"0.40","79",,"4831","198",,,"0.71",,,"58.5","65.4","51.5",,"150","150",,,"36.0","49",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-07","7.8","2","0","1","0",,,"0","0","0","11","0","50",,,"0.01","73",,"128","128",,,"0.01",,,"60.9","68.1","53.6",,"230","230",,,"21.9","28",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-08","6.3","15","13","2","0",,,"0","0","0","13","0","49",,,"0.04","82",,"227","99",,,"0.06",,,"62.2","70.0","54.4",,"240","250",,,"23.9","28",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-09","4.7","21","6","8","2",,,"0","0","0","10","0","42",,,"0.17","81",,"397","170",,,"0.61",,,"59.3","68.0","50.6",,"140","140",,,"29.1","37",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-10","7.6","21","0","11","7",,,"0","0","0","0","0","36",,,"0.85","66",,"816","419",,,"2.50",,,"51.5","59.7","43.2",,"160","150",,,"40.9","53",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-11","12.8","21","0","21","14",,,"0","3","0","0","0","30",,,"0.48","67",,"1327","511",,,"3.85",,,"48.0","53.5","42.4",,"160","160",,,"45.0","58",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2017-12","6.7","21","0","12","7",,,"0","13","0","0","0","26",,,"0.66","54",,"2070","744",,,"2.54",,,"41.0","47.3","34.8",,"270","270",,,"38.0","50",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-01","12.3","0","0","21","10",,,"0","3","0","0","0","27",,,"0.79","62",,"2647","577",,,"3.38",,,"46.4","51.2","41.6",,"160","140",,,"40.9","53",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-02","10.3","0","0","17","8",,,"0","9","0","0","0","23",,,"0.83","56",,"3276","629",,,"3.70",,,"42.5","47.7","37.3",,"270","270",,,"42.9","57",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-03","7.8","0","0","15","6",,,"0","3","0","1","0","30",,,"0.85","75",,"3843","567",,,"2.24",,,"46.7","54.6","38.8",,"270","330",,,"36.9","64",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-04","9.6","0","0","18","9",,,"0","0","0","0","0","38",,,"0.68","68",,"4247","403",,,"3.04",,,"51.5","57.6","45.5",,"160","160",,,"40.0","52",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-05","7.8","0","0","5","2",,,"0","0","0","1","0","44",,,"0.13","73",,"4496","249",,,"0.32",,,"56.9","63.3","50.6",,"270","270",,,"28.0","38",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-06","7.4","0","0","9","4",,,"0","0","0","5","0","46",,,"0.24","76",,"4663","166",,,"0.91",,,"59.5","66.6","52.3",,"140","140",,,"30.0","40",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-07","6.5","1","1","1","0",,,"0","0","0","19","0","50",,,"0.01","78",,"75","75",,,"0.01",,,"62.6","70.4","54.8",,"290","290",,,"32.0","44",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-08","5.6","9","7","4","1",,,"0","0","0","15","0","50",,,"0.27","81",,"162","87",,,"0.31",,,"62.4","70.1","54.8",,"240","230",,,"19.9","25",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-09","6.0","10","1","13","5",,,"0","0","0","9","0","43",,,"0.26","73",,"342","180",,,"1.17",,,"59.0","66.9","51.1",,"160","150",,,"29.1","36",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-10","6.5","10","0","12","6",,,"0","0","0","0","0","35",,,"0.67","66",,"742","399",,,"1.81",,,"52.1","59.4","44.9",,"150","150",,,"33.1","42",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-11","9.6","10","0","20","7",,,"0","1","0","0","0","31",,,"0.81","62",,"1217","475",,,"2.74",,,"49.2","55.5","42.8",,"160","150",,,"40.0","50",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2018-12","12.1","10","0","12","7",,,"0","7","0","0","0","25",,,"0.65","59",,"1794","577",,,"2.69",,,"45.1","50.3","39.9",,"170","160",,,"53.0","62",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-01","9.2","0","0","10","4",,,"0","4","0","0","0","29",,,"0.63","58",,"2399","605",,,"1.52",,,"45.5","52.4","38.5",,"160","160",,,"38.0","48",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-02","8.3","0","0","14","5",,,"0","17","0","0","0","16",,,"0.26","54",,"3177","778",,,"1.01",,,"37.2","44.2","30.2",,"150","130",,,"35.1","49",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-03","6.0","0","0","5","3",,,"0","10","0","1","0","26",,,"0.33","76",,"3773","596",,,"0.73",,,"45.8","55.0","36.6",,"170","140",,,"32.0","43",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-04","8.7","0","0","15","7",,,"0","0","0","0","0","37",,,"0.47","65",,"4164","390",,,"2.25",,,"52.0","59.2","44.8",,"170","180",,,"36.0","43",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-05","6.5","0","0","7","3",,,"0","0","0","3","0","43",,,"0.41","71",,"4419","255",,,"0.90",,,"56.7","64.0","49.5",,"250","240",,,"30.0","35",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-06","9.2","4","4","3","1",,,"0","0","0","8","0","45",,,"0.26","82",,"4560","140",,,"0.30",,,"60.2","67.6","52.7",,"260","270",,,"33.1","41",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-07","6.9","12","8","6","3",,,"0","0","0","18","0","49",,,"0.26","77",,"72","72",,,"0.65",,,"62.9","69.8","56.1",,"150","150",,,"30.0","39",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-08","5.8","31","18","6","3",,,"0","0","0","23","0","50",,,"0.16","84",,"123","51",,,"0.60",,,"63.9","72.0","55.9",,"150","150",,,"25.1","33",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-09","6.7","32","1","11","6",,,"0","0","0","7","0","40",,,"0.41","76",,"222","99",,,"1.52",,,"61.2","67.6","54.8",,"140","130",,,"33.1","44",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-10","8.7","32","0","12","6",,,"0","2","0","0","0","30",,,"1.24","66",,"640","418",,,"2.64",,,"50.6","58.0","43.2",,"140","150",,,"38.9","49",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-11","6.7","32","0","8","6",,,"0","4","0","0","0","24",,,"0.41","59",,"1171","531",,,"1.64",,,"46.0","53.1","38.9",,"270","260",,,"38.9","48",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2019-12","8.5","32","0","15","7",,,"0","2","0","0","0","32",,,"0.65","57",,"1700","529",,,"2.44",,,"46.1","50.2","42.0",,"160","160",,,"36.9","49",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2020-01","16.1","0","0","25","16",,,"0","3","0","0","0","26",,,"0.38","62",,"2274","574",,,"3.95",,,"46.5","51.6","41.4",,"170","160",,,"42.9","56",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2020-02","9.8","0","0","18","8",,,"0","4","0","0","0","29",,,"1.42","56",,"2856","582",,,"3.97",,,"44.9","51.2","38.7",,"260","260",,,"42.9","53",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2020-03","7.8","0","0","12","4",,,"0","6","0","0","0","29",,,"0.38","58",,"3450","594",,,"1.32",,,"45.8","52.3","39.3",,"290","290",,,"36.0","47",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2020-04","6.9","0","0","8","2",,,"0","0","0","0","0","34",,,"0.71","68",,"3853","403",,,"0.97",,,"51.1","59.1","43.1",,"150","160",,,"31.1","43",
"USW00024255","WHIDBEY ISLAND NAS, WA US","2020-05","7.8","0","0","13","8",,,"0","0","0","3","0","39",,,"0.59","77",,"4158","306",,,"2.85",,,"55.1","62.5","47.8",,"260","280",,,"29.1","39",
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-01",,,,"20","16","0","0",,,"0","0","0",,"0","0.0","3.60","54",,,,,,"19.43",,"0.0",,"46.2",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-02",,,"0","25","23","0","2","0","6","0","0","0","30","0","1.5","4.95","51",,,"628",,,"30.98",,"2.5","40.0","45.6","34.4",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-03",,,,"19","15",,,,,,,,,,,"1.98",,,,,,,"9.99",,,,,,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-04",,,,"14","4","0","0",,,,,,,"0","0.0","1.10",,,,,,,"2.40",,"0.0",,,,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-05",,,,"13","7","0","0",,,,,,,"0","0.0","0.83",,,,,,,"2.72",,"0.0",,,,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-06",,,"4","13","3",,"0","0","0","0","5","0","41",,"0.0","0.88","82",,,"212",,,"1.68",,"0.0","58.1","66.9","49.4",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-07",,,"11","3","2","0","0","0","0","0","20","0","44","0","0.0","0.67","84",,"99","99",,,"0.89",,"0.0","62.1","72.1","52.2",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-08",,,"15","8","3","0","0","0","0","0","22","0","46","0","0.0","0.25","80",,"155","56",,,"0.80",,"0.0","63.7","72.4","55.0",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-09",,,"1","2","0","0","0","0","0","0","13","0","38","0","0.0","0.05","82",,"335","180",,,"0.06",,"0.0","58.2","69.0","47.4",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-10",,,"0","12","8","0","0","0","0","0","0","0","36","0","0.0","1.75","65",,"772","438",,,"7.25",,"0.0","49.7","57.1","42.3",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-11",,,"0","26","25","0","0","0","1","0","0","0","31","0","0.0","3.35","59",,"1257","485",,,"22.92",,"0.0","46.2","50.7","41.6",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","1999-12",,,"0","18","15","0","0","0","4","0","0","0","29","0","0.0","3.50","55",,"1868","611",,,"20.43",,"0.0","41.4","45.9","36.9",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-01",,"0","0","21","19","0","0","0","20","0","0","0","26","0","0.0","3.15","50",,"2660","792",,,"15.33",,"0.0","37.6","43.2","32.0",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-02",,"0","0","18","13","0","0","0","6","0","0","0","28","0","0.0","1.40","56",,"3242","582",,,"6.87",,"0.0","41.7","48.7","34.7",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-03",,"0","0","21","12","0","0","0","3","0","0","0","31","0","0.0","1.47","62",,"3775","533",,,"7.19",,"0.0","44.6","52.2","37.0",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-04",,"0","0","13","10","0","0","0","1","0","0","0","32","0","0.0","0.55","69",,"4142","367",,,"3.25",,"0.0","51.0","60.3","41.7",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-05",,"0","0","19","12","0","0","0","0","0","4","0","37","0","0.0","1.53","74",,"4450","308",,,"5.26",,"0.0","53.9","62.6","45.1",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-06",,"22","22","6","5","0","0","0","0","0","13","0","40","0","0.0","3.48","85",,"4611","160",,,"5.19",,"0.0","59.9","70.1","49.7",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-07",,"47","25","5","3","0","0","0","0","0","21","0","46","0","0.0","0.35","85",,"80","80",,,"0.77",,"0.0","63.0","72.6","53.5",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-08",,"63","16","5","3","0","0","0","0","0","24","0","46","0","0.0","0.18","81",,"177","97",,,"0.49",,"0.0","62.4","73.2","51.5",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-09",,,,"11","5","0","0",,,"0","15","0",,"0","0.0","0.68","87",,,,,,"2.05",,"0.0",,"70.0",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-10",,,"0","11","9","0","0","0","0","0","1","0","37","0","0.0","1.89","72",,,"362",,,"6.32",,"0.0","50.8","58.1","43.4",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-11",,,"0","11","10","0","0","0","7","0","0","0","29","0","0.0","3.00","59",,,"572",,,"7.26",,"0.0","41.8","47.9","35.8",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2000-12",,,,"17","14","0","0",,,"0","0","0",,"0","0.0","3.20","53",,,,,,"11.33",,"0.0",,"45.3",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-01",,"0","0","20","13","0","0","0","8","0","0","0","28","0","0.0","1.76","54",,,"666",,,"6.86",,"0.0","40.3","45.6","34.9",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-02",,,,"13","7","0","0",,,"0","0","0",,"0","0.0","0.98","54",,,,,,"4.42",,"0.0",,"47.8",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-03",,,,"18","13","0","0",,,"0","0","0",,"0","0.0","0.95","67",,,,,,"5.49",,"0.0",,"53.7",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-04",,,,"21","11","0","0",,,"0","1","0",,"0","0.0","1.00","71",,,,,,"5.65",,"0.0",,"56.2",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-05",,,"7","8","5","0","0","0","0","0","9","0","37","0","0.0","1.32","83",,,"269",,,"3.20",,"0.0","54.8","65.5","44.1",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-06",,,"3","12","6","0","0","0","0","0","9","0","42","0","0.0","0.68","83",,,"204",,,"2.34",,"0.0","57.5","67.1","47.9",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-08",,,"30","9","4","0","0","0","0","0","26","0","48","0","0.0","2.54","89",,,"46",,,"4.72",,"0.0","64.0","74.4","53.6",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-09",,,"2","5","3","0","0","0","0","0","11","0","41","0","0.0","0.32","78",,,"164",,,"0.66",,"0.0","59.0","68.0","50.1",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-10",,,,"20","13","0","0",,,"0","2","0",,"0","0.0","1.53","74",,,,,,"7.84",,"0.0",,"58.0",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-11",,,,"23","17","0",,,,"0","0","0",,"0",,"4.06","59",,,,,,"21.28",,,,"50.3",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2001-12",,,,"21","20",,,,,"0","0","0",,,,"3.87","53",,,,,,"18.26",,,,"44.2",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-01",,,,"24","19",,,,,"0","0","0",,,,"5.02","56",,,,,,"18.34",,,,"44.7",,,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-02",,,"0","14","11","0","0","0","11","0","0","0","29","0","0.0","4.37","54",,,"652",,,"10.95",,"0.0","40.7","47.9","33.6",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-03",,,"0","17","12",,,"0","10","0","0","0","26",,,"2.75","58",,,"705",,,"7.78",,,"41.5","48.6","34.4",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-04",,,"0","13","10","0","0","0","0","0","0","0","33","0","0.0","1.58","67",,,"509",,,"6.70",,"0.0","48.0","56.7","39.3",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-06",,,"23","6","2","0","0","0","0","0","14","0","40","0","0.0","2.50","89",,,"164",,,"3.54",,"0.0","60.3","71.0","49.6",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-07",,,"39","3","0","0","0","0","0","0","22","0","46","0","0.0","0.03","88",,"79","79",,,"0.06",,"0.0","63.8","74.5","53.0",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-08",,,"36","4","0","0","0","0","0","0","24","0","46","0","0.0","0.07","89",,"138","58",,,"0.19",,"0.0","63.8","75.9","51.7",,,,,,,,
"USC00451939","CUSHMAN POWERHOUSE NUMBER 2, WA US","2002-09",,,"1","5","4","0","0","0","0","0","14","0","40","0","0.0","0.33","79",,"313","176",,,"0.81",,"0.0","58.7","69.8","47.7",,,,,,,,
